episode,step,episode_return,cost_per_order,delivered,dropped,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
66,4825,-189.53699999999992,21.36162068965517,29,14,0.88540625,2.766641616821289,37,4,5,44,956
67,4875,-255.20899999999995,22.429060606060602,33,22,0.88421875,2.2160146236419678,41,4,5,48,968
68,4937,-922.486,41.68811764705882,34,67,0.88274625,1.7245445251464844,45,8,9,57,984
69,4993,-81.5560000000001,16.661941176470584,34,10,0.88141625,2.6079015731811523,44,7,5,50,998
70,5059,-263.15399999999994,21.70578378378378,37,26,0.87984875,2.330188512802124,48,14,4,61,1014
71,5149,19.90899999999992,13.975931818181813,44,13,0.8777112499999999,2.1440823078155518,53,22,15,79,1037
72,5229,-122.67299999999994,17.442214285714282,42,21,0.87581125,2.388319730758667,49,21,10,69,1057
73,5299,-488.95699999999994,27.15043589743589,39,43,0.87414875,2.92445707321167,50,11,9,63,1074
74,5365,-251.06699999999992,21.30658974358974,39,28,0.87258125,2.4370243549346924,47,8,11,61,1091
75,5433,-445.18700000000007,26.318605263157888,38,39,0.8709662499999999,2.143554925918579,52,8,8,62,1108
76,5523,-281.3610000000001,20.787847826086953,46,36,0.86882875,2.7027857303619385,60,18,12,76,1130
77,5595,-41.877999999999936,15.943282051282045,39,14,0.8671187499999999,2.249044179916382,47,16,9,66,1148
78,5656,-141.14600000000002,18.502111111111105,36,17,0.8656699999999999,2.6880412101745605,47,7,7,57,1164
79,5761,-8.127000000000294,14.96179629629629,54,26,0.86317625,2.3086459636688232,62,24,19,94,1190
80,5829,-140.13300000000004,19.374468749999995,32,14,0.8615612500000001,2.82004451751709,42,11,15,62,1207
81,5905,-564.1640000000002,29.447736842105254,38,47,0.85975625,2.301917791366577,48,13,15,69,1226
82,5957,-334.29800000000023,25.444624999999995,32,27,0.85852125,2.4095892906188965,40,5,7,49,1239
83,6059,-416.1170000000001,22.862294117647057,51,50,0.85609875,2.5472261905670166,64,24,14,88,1264
84,6133,-427.8180000000001,23.950399999999995,45,44,0.85434125,2.7781896591186523,57,12,5,65,1283
85,6188,-233.04500000000002,22.785178571428567,28,15,0.853035,3.533595561981201,40,9,6,51,1297
86,6242,-214.983,22.411482758620682,29,16,0.8517525,2.5905871391296387,39,10,5,50,1310
87,6306,-218.854,20.821542857142852,35,21,0.8502325,2.596710205078125,43,11,10,55,1326
88,6346,-466.987,34.86769565217391,23,26,0.8492824999999999,2.816288948059082,33,4,3,38,1336
89,6404,-269.48,22.33676470588235,34,23,0.847905,2.041489839553833,46,9,3,54,1351
90,6469,-955.002,41.1095,36,71,0.84636125,2.8238115310668945,45,14,6,58,1367
91,6526,-322.18399999999997,25.967999999999993,28,21,0.8450075,3.21382999420166,37,12,8,51,1381
92,6594,-243.012,20.97235897435897,39,27,0.8433925,3.074432134628296,48,11,9,63,1398
93,6688,61.53400000000005,13.549913043478258,46,14,0.84116,2.0780246257781982,55,22,17,85,1422
94,6749,-95.67200000000007,17.252947368421047,38,16,0.83971125,2.515374183654785,46,9,6,55,1437
95,6818,-468.61699999999996,26.184560975609752,41,44,0.8380725,2.2460384368896484,51,13,5,59,1454
96,6925,-222.46900000000016,18.984788461538457,52,38,0.8355312500000001,1.9941507577896118,66,15,26,99,1481
97,6992,-101.3530000000001,17.601972972972966,37,16,0.83394,3.0365078449249268,46,13,8,61,1498
98,7073,-538.0490000000001,27.0940238095238,42,48,0.83201625,2.6674325466156006,55,16,10,73,1518
99,7144,18.67899999999996,14.356783783783778,37,8,0.83033,3.07466983795166,46,13,12,64,1536
100,7223,50.59799999999993,13.572217391304344,46,14,0.82845375,2.8118910789489746,56,15,8,67,1555
101,7326,-71.37800000000004,16.101921568627446,51,27,0.8260075,2.6598165035247803,59,26,18,93,1581
102,7398,-272.273,21.72238461538461,39,29,0.8242975,2.5755839347839355,49,13,10,67,1599
103,7476,-62.48799999999996,15.92169565217391,46,21,0.822445,3.180206775665283,55,14,9,70,1619
104,7528,-12.012000000000185,15.199199999999996,35,8,0.82121,2.911126136779785,44,4,4,50,1632
105,7611,-5.321999999999861,14.893822222222216,45,17,0.81923875,3.26488995552063,55,18,10,76,1652
106,7690,-164.58900000000003,19.012749999999997,36,18,0.8173625,2.2339301109313965,47,19,13,74,1672
107,7755,-192.70400000000006,19.937736842105256,38,23,0.81581875,3.457308292388916,47,11,7,61,1688
108,7830,-113.09000000000016,17.756097560975604,41,21,0.8140375,3.1076629161834717,49,17,9,65,1707
109,7900,-289.498,21.779948717948713,39,29,0.8123750000000001,2.5572235584259033,50,12,8,62,1725
110,7948,-299.8180000000001,24.9923448275862,29,21,0.811235,2.652137041091919,37,7,4,46,1737
111,8006,-210.247,21.45635483870967,31,17,0.8098575,2.918203115463257,39,9,10,55,1751
112,8078,-66.28400000000003,16.655599999999996,40,17,0.8081475,2.8152823448181152,50,16,6,63,1769
113,8139,-180.94700000000006,20.024911764705877,34,18,0.80669875,3.5964763164520264,40,11,10,57,1784
114,8200,-431.887,27.5540294117647,34,35,0.80525,3.078126907348633,42,14,5,54,1800
115,8252,-38.5930000000001,16.196178571428568,28,3,0.804015,2.95300555229187,35,7,10,51,1813
116,8321,-252.937,22.289029411764698,34,23,0.80237625,2.518555164337158,43,15,11,56,1830
117,8381,-178.9690000000001,19.814212121212115,33,16,0.80095125,2.516322374343872,41,9,10,52,1845
118,8436,-121.35100000000001,18.179742857142852,35,15,0.7996449999999999,2.685866355895996,43,6,6,51,1859
119,8522,-350.47300000000007,23.300317073170724,41,36,0.7976025,1.9084664583206177,55,15,16,77,1880
120,8579,-260.54399999999987,23.140124999999994,32,22,0.79624875,2.174990177154541,41,10,6,49,1894
121,8669,-103.15499999999986,16.873085106382973,47,25,0.79411125,3.344066858291626,59,19,12,77,1917
122,8729,-200.507,20.618090909090903,33,18,0.79268625,2.509139060974121,41,8,11,56,1932
123,8787,-453.144,26.36164102564102,39,41,0.79130875,2.4362096786499023,48,6,4,54,1946
124,8857,-867.915,35.066395348837204,43,73,0.78964625,2.6500918865203857,54,10,6,64,1964
125,8941,-123.22900000000025,17.569749999999996,44,24,0.78765125,3.3900256156921387,53,15,16,74,1985
126,9003,-257.37299999999993,23.241766666666663,30,19,0.78617875,2.2690794467926025,38,12,12,57,2000
127,9066,-446.77199999999993,26.938162162162154,37,39,0.7846825000000001,2.3227155208587646,47,10,6,56,2016
128,9143,76.25799999999995,13.231565217391301,46,13,0.78285375,3.3448071479797363,56,12,9,69,2035
129,9213,-200.56999999999994,20.56805555555555,36,22,0.78119125,3.142265796661377,46,12,12,65,2053
130,9278,-95.04700000000011,17.56775675675675,37,16,0.7796475,2.708268165588379,48,13,4,59,2069
131,9345,-182.093,19.913228571428565,35,19,0.77805625,3.2600491046905518,45,9,13,60,2086
132,9403,-259.24500000000006,23.936379310344822,29,19,0.77667875,3.0310401916503906,38,11,9,55,2100
133,9449,-213.7440000000001,22.631928571428567,28,15,0.77558625,3.0149970054626465,36,5,5,44,2112
134,9538,-872.0130000000001,31.90045098039215,51,84,0.7734725,2.654974937438965,63,17,9,76,2134
135,9607,-751.247,31.618568181818173,44,65,0.77183375,3.02571702003479,54,12,3,59,2151
136,9666,-302.0419999999999,23.847636363636354,33,25,0.7704325000000001,2.718836784362793,40,12,7,55,2166
137,9733,-281.34000000000015,22.269999999999992,38,29,0.76884125,3.3431739807128906,48,11,8,61,2183
138,9804,-703.3800000000001,33.37605263157894,38,57,0.767155,3.002579689025879,46,16,9,65,2201
139,9883,-1059.6390000000001,41.783051282051275,39,81,0.76527875,3.236053228378296,51,18,10,72,2220
140,9963,-676.1350000000002,28.959042553191484,47,63,0.76337875,2.7679312229156494,56,18,6,69,2240
141,10057,-89.16399999999993,16.952883720930227,43,21,0.76114625,4.492177963256836,50,25,19,86,2264
142,10115,-275.097,23.87151612903225,31,22,0.75976875,2.4557442665100098,41,9,8,54,2278
143,10205,-708.9369999999999,28.703078431372543,51,70,0.75763125,3.7468600273132324,60,22,8,78,2301
144,10276,-267.81200000000007,21.91347368421052,38,28,0.755945,3.263517379760742,47,14,10,62,2319
145,10331,-265.296,23.67386666666666,30,20,0.75463875,3.397421360015869,39,8,8,50,2332
146,10387,-213.10099999999994,20.64030555555555,36,22,0.75330875,3.1320595741271973,44,7,5,53,2346
147,10452,-5.044000000000096,15.137611111111106,36,9,0.751765,2.3625857830047607,44,12,9,60,2363
148,10519,-87.329,17.41967647058823,34,12,0.75017375,2.3926234245300293,46,15,6,60,2379
149,10574,-51.76899999999998,16.080264705882346,34,9,0.7488675,2.7843291759490967,42,9,4,48,2393
150,10662,-47.68500000000013,15.563571428571423,49,23,0.7467775,2.8219797611236572,65,16,7,76,2415
151,10749,66.48499999999987,13.551630434782604,46,14,0.74471125,3.208456039428711,54,19,14,77,2437
152,10821,-188.356,19.331399999999995,40,24,0.7430012500000001,2.436598300933838,48,14,10,64,2455
153,10877,-295.11300000000006,23.530676470588233,34,26,0.74167125,3.0361075401306152,42,7,7,54,2469
154,10945,-266.52800000000013,22.92236363636363,33,23,0.7400562500000001,3.2618534564971924,42,17,9,62,2486
155,11016,-27.05699999999993,15.57781578947368,38,12,0.73837,3.522928237915039,46,15,10,64,2504
156,11077,-316.9090000000001,23.767685714285708,35,28,0.73692125,2.5231871604919434,47,10,4,56,2519
157,11139,-276.12400000000014,22.07907692307692,39,30,0.73544875,2.3731296062469482,47,11,4,55,2534
158,11204,-215.91299999999995,20.264463414634143,41,28,0.733905,2.6572670936584473,50,8,7,60,2551
159,11272,11.676999999999879,14.494488372093018,43,14,0.73229,2.3222880363464355,51,11,6,62,2568
160,11330,-141.90200000000007,18.730941176470584,34,15,0.7309125000000001,3.3591349124908447,41,12,5,55,2582
161,11396,-51.875000000000085,16.295124999999995,40,16,0.729345,2.7438547611236572,50,9,7,58,2599
162,11456,-231.10200000000003,21.244648648648646,37,25,0.72792,2.6694464683532715,44,11,5,57,2614
163,11505,-216.80400000000003,21.725466666666662,30,16,0.72675625,3.629420757293701,38,7,4,46,2626
164,11568,-215.2929999999999,21.329205882352934,34,21,0.72526,2.347994327545166,44,9,10,59,2642
165,11634,-73.2839999999998,16.89399999999999,36,13,0.7236925000000001,2.5237843990325928,44,12,10,57,2658
166,11687,-205.62199999999984,21.078242424242422,33,19,0.72243375,2.8263654708862305,41,8,4,52,2671
167,11745,-190.70999999999998,20.801249999999996,32,17,0.72105625,3.5428566932678223,42,9,7,54,2686
168,11823,-168.99699999999996,19.072999999999993,39,22,0.71920375,3.4163033962249756,48,15,15,70,2705
169,11901,-501.642,26.345523809523804,42,46,0.7173512500000001,2.8169541358947754,54,11,13,71,2725
170,11958,-249.85599999999994,23.158199999999997,30,19,0.7159975000000001,2.6307637691497803,39,7,11,55,2739
171,12013,-529.87,32.09032258064516,31,39,0.71469125,4.382865905761719,40,8,7,49,2753
172,12096,-120.33499999999997,17.08822916666666,48,27,0.71272,2.576023817062378,56,17,10,72,2774
173,12164,-12.670999999999935,14.792249999999996,36,8,0.7111050000000001,3.42710018157959,44,9,15,63,2791
174,12247,-32.624000000000024,15.53414285714285,42,16,0.7091337500000001,2.2914657592773438,51,13,19,75,2811
175,12312,-147.9460000000001,19.200764705882346,34,16,0.7075899999999999,4.248662948608398,42,11,12,59,2828
176,12407,-465.309,23.5325294117647,51,52,0.7053337500000001,2.854079484939575,63,17,15,81,2851
177,12474,-109.5749999999999,17.346249999999994,36,14,0.7037424999999999,3.5630249977111816,45,11,11,58,2868
178,12540,-65.65100000000001,16.87088571428571,35,12,0.702175,3.5807299613952637,43,6,17,62,2885
179,12599,-225.88700000000003,21.539606060606054,33,20,0.70077375,3.008409261703491,41,10,8,56,2899
180,12661,13.13300000000001,14.317264705882348,34,5,0.69930125,2.4725067615509033,42,12,8,55,2915
181,12744,-418.9290000000001,25.343724999999996,40,40,0.69733,2.9955368041992188,53,12,18,77,2936
182,12820,-183.0499999999999,19.939428571428568,35,19,0.695525,3.899263381958008,44,15,17,69,2955
183,12902,-117.32300000000006,17.433404761904757,42,21,0.6935775,2.5279412269592285,52,18,12,77,2975
184,12959,-298.971,22.747527777777773,36,27,0.69222375,3.703518867492676,45,6,6,52,2989
185,13079,-21.403999999999712,14.6336,65,35,0.68937375,3.27778959274292,71,27,22,101,3019
186,13142,-189.22199999999998,19.583736842105257,38,22,0.6878775,3.6128499507904053,46,13,4,56,3035
187,13218,-288.82900000000006,21.335431818181814,44,35,0.6860725,3.283247232437134,54,15,7,64,3054
188,13264,-361.1909999999999,26.705699999999993,30,26,0.68498,3.000114679336548,40,4,2,44,3066
189,13330,-49.551999999999936,16.64806666666666,30,6,0.6834125,2.8362107276916504,40,15,11,64,3082
190,13382,-10.72600000000007,15.176749999999995,32,5,0.6821775,3.2127685546875,41,4,7,49,3095
191,13471,-328.106,23.278871794871787,39,33,0.68006375,3.0617496967315674,48,18,23,77,3117
192,13545,-77.53000000000011,16.400487804878043,41,17,0.67830625,3.1632237434387207,50,13,11,69,3136
193,13627,-54.0790000000001,16.148276595744676,47,23,0.67635875,3.0642247200012207,55,16,11,72,3156
194,13704,-455.7490000000001,26.726289473684204,38,40,0.6745300000000001,3.1472551822662354,49,13,15,67,3176
195,13768,-451.95199999999994,27.995352941176463,34,36,0.67301,3.1971263885498047,44,9,11,61,3192
196,13854,-301.4010000000001,21.858560975609752,41,32,0.6709675,3.709409475326538,52,14,20,77,3213
197,13929,-504.40800000000013,26.37925581395348,43,48,0.66918625,3.7827939987182617,51,14,10,67,3232
198,14005,-583.5319999999999,28.45190697674418,43,54,0.66738125,3.6804778575897217,52,14,10,67,3251
199,14080,-503.62800000000004,27.213199999999993,40,45,0.6656,3.4641313552856445,49,16,10,65,3270
200,14147,-229.45900000000012,20.772868421052625,38,25,0.66400875,3.279892683029175,47,11,9,57,3286
201,14248,-107.61800000000005,16.829964285714283,56,35,0.66161,3.101552724838257,68,19,14,86,3312
202,14314,-97.62200000000004,17.291166666666662,36,14,0.6600425000000001,3.797964572906494,45,7,14,61,3328
203,14405,-856.6089999999999,37.6051081081081,37,65,0.65788125,4.196660041809082,48,21,22,80,3351
204,14483,-116.75099999999989,17.788774999999994,40,20,0.65602875,2.8064112663269043,47,11,20,71,3370
205,14587,-589.726,27.054478260869562,46,55,0.65355875,3.0007517337799072,58,24,22,87,3396
206,14646,-661.01,41.035599999999995,25,41,0.6521575000000001,2.9709830284118652,37,10,12,54,3411
207,14720,-162.50200000000012,18.838585365853653,41,24,0.6504000000000001,3.1512441635131836,52,10,12,71,3430
208,14782,-440.37499999999994,27.580142857142853,35,37,0.6489275000000001,3.533324718475342,43,12,7,54,3445
209,14852,-302.30099999999993,23.34688571428571,35,27,0.647265,3.7723608016967773,44,10,16,63,3463
210,14948,-434.8500000000001,25.74124999999999,40,41,0.644985,2.5552830696105957,49,27,20,84,3487
211,15036,-270.23500000000007,21.026249999999994,44,34,0.642895,3.3682239055633545,53,27,8,75,3509
212,15122,-195.49500000000003,19.86847222222222,36,20,0.6408525,3.3088083267211914,47,16,23,75,3530
213,15177,-167.4200000000002,20.424482758620684,29,12,0.63954625,3.6928038597106934,38,6,11,55,3544
214,15249,-160.5790000000001,19.854343749999995,32,15,0.6378362500000001,3.116218090057373,40,8,24,66,3562
215,15355,151.95799999999974,11.343534883720926,43,5,0.6353187499999999,3.3542680740356445,51,28,27,94,3588
216,15408,-503.39,30.261249999999993,32,37,0.6340600000000001,3.2035069465637207,41,9,3,48,3602
217,15502,-401.73399999999987,24.203428571428567,42,40,0.6318275,4.509246826171875,53,22,19,76,3625
218,15571,-220.62700000000004,21.337558823529406,34,21,0.6301887500000001,2.7878575325012207,43,11,15,63,3642
219,15662,-537.2729999999999,28.38571794871794,39,46,0.6280275,3.1117899417877197,52,16,23,77,3665
220,15814,-99.50600000000004,16.001656250000003,64,40,0.6244175000000001,2.7825663089752197,75,37,40,132,3703
221,15922,-718.6659999999999,30.631244444444437,45,64,0.6218525,3.6742892265319824,56,26,26,95,3730
222,15990,-307.65900000000005,23.12691666666666,36,28,0.6202375,4.626091003417969,46,13,9,63,3747
223,16074,-418.889,24.403386363636358,44,44,0.6182425,3.3887693881988525,54,16,14,72,3768
224,16157,-130.6090000000002,17.624749999999995,44,24,0.61627125,3.6979258060455322,54,17,12,68,3789
225,16280,37.312000000000154,14.135599999999997,55,24,0.6133500000000001,2.0243334770202637,66,34,23,102,3820
226,16380,-11.971999999999753,14.936901960784308,51,23,0.610975,2.609769582748413,59,22,19,89,3845
227,16491,-587.038,26.364040816326526,49,58,0.60833875,4.007558345794678,61,30,20,91,3872
228,16615,-70.01399999999973,15.812981818181813,55,30,0.60539375,3.6555302143096924,66,28,30,102,3903
229,16700,-223.92599999999987,19.727219512195116,41,26,0.603375,3.0270514488220215,51,23,11,70,3925
230,16782,-327.83199999999994,22.818299999999994,40,33,0.6014275,3.487945795059204,53,19,10,68,3945
231,16869,-185.02099999999982,18.33024444444444,45,27,0.5993612500000001,3.7208547592163086,55,16,16,76,3967
232,16962,-17.15800000000028,14.946327272727268,55,27,0.5971525,3.4831833839416504,65,17,11,78,3990
233,17035,-381.907,26.50570967741935,31,27,0.59541875,4.433422088623047,39,11,23,69,4008
234,17143,-160.06699999999984,17.498092592592588,54,35,0.59285375,4.990725517272949,63,28,17,88,4035
235,17228,-559.534,28.358099999999997,40,48,0.590835,3.4094860553741455,50,14,21,76,4057
236,17341,-167.04599999999988,18.333545454545447,44,26,0.58815125,3.275731086730957,54,22,37,100,4085
237,17479,-401.943,22.241403846153844,52,49,0.5848737500000001,4.5905938148498535,61,38,39,119,4119
238,17608,-266.8759999999998,19.574290909090905,55,44,0.58181,3.746428966522217,61,39,29,110,4152
239,17699,-144.03100000000003,18.481918918918915,37,18,0.57964875,2.774888515472412,45,26,20,74,4174
240,17795,-276.08299999999997,21.484219512195114,41,31,0.57736875,3.709503412246704,52,21,23,78,4198
241,17892,-275.54900000000015,20.89686666666666,45,35,0.575065,3.035304069519043,57,21,19,84,4223
242,18003,-335.203,21.499659999999995,50,44,0.57242875,3.05199933052063,60,29,22,90,4250
243,18108,-454.099,28.398718749999993,32,33,0.5699350000000001,3.0482730865478516,47,24,34,95,4277
244,18289,46.085999999999224,14.118320987654332,81,51,0.5656362500000001,3.983001470565796,94,54,33,135,4322
245,18386,-440.66400000000004,24.344533333333327,45,45,0.5633325,2.8518760204315186,57,24,16,80,4346
246,18533,-40.24999999999986,15.489672131147541,61,35,0.5598412500000001,3.401067018508911,71,38,38,115,4383
247,18617,-586.895,28.180116279069765,43,53,0.5578462500000001,3.721235752105713,52,17,15,72,4404
248,18719,-54.285000000000124,15.951097560975604,41,16,0.5554237500000001,3.9065053462982178,52,21,29,91,4429
249,18835,-127.55899999999978,16.851189655172412,58,37,0.55266875,3.525322914123535,67,30,19,96,4458
250,18945,-146.20999999999998,17.84630434782608,46,27,0.55005625,4.473786354064941,54,28,28,91,4486
251,19026,-286.352,23.120941176470584,34,25,0.5481325,3.3906075954437256,46,11,24,72,4506
252,19124,-311.744,22.802999999999994,38,30,0.545805,3.249319553375244,47,28,23,77,4531
253,19238,13.421999999999983,14.327959999999996,50,20,0.5430975,3.523555040359497,58,38,18,93,4559
254,19397,102.35299999999994,12.90054411764706,68,30,0.53932125,4.418118953704834,78,40,41,132,4599
255,19495,-355.5990000000001,22.399543478260867,46,41,0.5369937499999999,3.329702615737915,56,20,22,80,4623
256,19694,300.81899999999973,10.40466197183099,71,21,0.5322675,3.528083562850952,82,72,45,147,4673
257,19825,-181.5100000000001,17.908653846153843,52,34,0.52915625,3.7631168365478516,68,37,26,106,4706
258,19960,-289.5680000000001,19.642551724137927,58,48,0.52595,3.1954452991485596,70,35,30,107,4740
259,20068,-45.8070000000001,15.847020833333326,48,23,0.523385,3.798021078109741,59,34,15,91,4767
260,20188,-120.05999999999992,16.575614035087714,57,35,0.520535,4.6237921714782715,66,29,25,100,4797
261,20309,-298.4140000000001,21.026042553191484,47,38,0.51766125,5.211328029632568,58,44,19,97,4827
262,20547,369.1639999999983,10.28062222222224,90,39,0.51200875,3.6782093048095703,103,77,58,178,4886
263,20686,-138.5300000000001,16.529508196721313,61,39,0.5087075000000001,3.274786949157715,76,40,23,109,4921
264,20840,-191.79099999999985,17.228152542372882,59,39,0.50505,3.085405111312866,74,47,33,118,4960
265,20987,-415.78,21.448983050847453,59,56,0.50155875,3.7436165809631348,71,47,29,110,4996
266,21155,-105.00900000000016,16.468999999999998,61,39,0.49756875,3.0272576808929443,71,57,40,121,5038
267,21431,668.9819999999994,6.8521521739130575,92,33,0.49101375,4.084513187408447,103,111,62,188,5107
268,21621,-199.17999999999992,16.942297297297305,74,55,0.48650125,3.9981722831726074,85,60,45,142,5155
269,21834,32.80099999999997,13.896612500000009,80,52,0.4814425000000001,3.6820812225341797,94,72,47,153,5208
270,22149,588.0199999999988,8.137395833333356,96,46,0.47396125,4.116152286529541,110,126,79,224,5287
271,22448,1153.9219999999996,3.2592264150943606,106,20,0.46685999999999994,3.3155195713043213,116,123,60,201,5362
272,22650,79.86199999999974,13.050666666666677,72,34,0.46206250000000004,3.804757833480835,86,67,49,144,5412
273,22949,156.38399999999996,11.976622222222241,90,65,0.45496125,4.365594387054443,108,119,72,191,5487
274,23234,610.2509999999987,8.167281250000016,96,40,0.4481925,3.570267915725708,107,109,69,195,5558
275,23450,-320.82500000000016,18.429794520547954,73,64,0.4430625,3.4364144802093506,88,83,45,151,5612
