update,step,train_return,cost_per_order,success_rate,ontime_rate,depletion_events,n_delivered,eval_return,policy_loss,value_loss,entropy
100,3200,-238.18595744680854,61.75434336677815,0.19819380243109055,1.0,0.0,25.0,-1163.1300000000022,-0.1210276260972023,20.803606033325195,2.7027153968811035
200,6400,-231.70054000000005,53.48758797524314,0.2219364439703423,1.0,0.0,28.0,-1073.5256666666673,-0.20685617625713348,3.012514591217041,1.7290863990783691
300,9600,-231.47518,69.6366473429952,0.17980127217415354,1.0,0.0,22.666666666666668,-1232.3950000000025,-0.4617052674293518,3.021803617477417,1.9725679159164429
400,12800,-239.18180000000004,1.336094245103047,0.9352473203510021,0.949558684250865,0.0,125.0,1676.219666666667,0.08714400231838226,9.188143730163574,2.2654011249542236
500,16000,-261.87850000000003,5.269089693641919,0.7701761201761202,0.9359227061667378,0.0,99.33333333333333,975.4479999999954,-0.1566728949546814,15.094497680664062,2.4045469760894775
600,19200,-147.80582,0.8338341208211947,0.9681530676786844,0.9169169197210612,0.0,129.0,1773.1756666666672,-0.22124996781349182,3.502859115600586,2.1598076820373535
700,22400,172.33630000000008,1.0508045957006553,0.9526927574111012,0.9447097378509959,0.0,126.33333333333333,1726.6713333333344,-0.21704910695552826,0.6843118667602539,1.9616191387176514
800,25600,593.6393800000002,0.9339826362374334,0.9601000414089981,0.9461182459794054,0.0,127.66666666666667,1760.3783333333342,-0.5759003758430481,13.065510749816895,1.632212519645691
900,28800,1042.9499800000006,0.8386666989325856,0.968126050420168,0.9157835226523622,0.0,129.33333333333334,1775.6123333333342,-0.2482811063528061,2.2369377613067627,1.8114800453186035
1000,32000,1189.8052600000008,0.8567568298661087,0.9656567864900847,0.9228190259843775,0.0,129.0,1773.5846666666682,-0.00754876434803009,4.746256351470947,1.2386277914047241
1100,35200,1382.7244600000008,0.9931688521186198,0.955546943889842,0.9474699264754035,0.0,128.0,1759.1236666666673,-0.0522199310362339,7.347320556640625,1.3476718664169312
1200,38400,1316.2622600000009,0.6765650219049695,0.9779846059277869,0.9215818121311594,0.0,131.0,1824.154333333334,0.11114966869354248,3.541196823120117,1.3636505603790283
1250,40000,1296.9763400000008,0.7574412549333455,0.9706057262936696,0.9233202544069545,0.0,129.66666666666666,1795.9030000000005,-0.042665936052799225,6.509730339050293,0.8898823261260986
