update,step,train_return,cost_per_order,success_rate,ontime_rate,depletion_events,n_delivered,eval_return,policy_loss,value_loss,entropy
100,3200,-230.5347619047619,118.809770940171,0.11358500256805341,1.0,0.0,14.333333333333334,-1481.316000000005,0.0765482634305954,5.508134841918945,1.64468252658844
200,6400,-148.6542,135.88117521367528,0.10035952747817155,1.0,0.0,12.666666666666666,-1530.8303333333386,-0.15031233429908752,2.6633973121643066,2.044210910797119
300,9600,-219.02506000000002,56.82290439153437,0.2111973713668629,1.0,0.0,26.666666666666668,-1113.4500000000012,-0.2348603904247284,3.7811944484710693,2.185037136077881
400,12800,-220.39258,46.63672866261396,0.2627401788418738,1.0,0.0,33.333333333333336,-914.6273333333346,-0.05052502453327179,1.8932403326034546,2.1239206790924072
500,16000,-182.1031,53.4631712301587,0.23802562785613635,1.0,2.6666666666666665,30.0,-1146.8689999999967,0.013210125267505646,2.326748847961426,1.7824454307556152
600,19200,-218.1397,3.060577947247811,0.870570621790134,0.8864998842825894,0.0,111.33333333333333,1310.8759999999972,0.05711539089679718,9.245948791503906,1.8019154071807861
700,22400,-203.08450000000005,54.08359003831416,0.2188119789814705,0.9267773520647085,0.0,27.666666666666668,-1094.399666666668,-0.0013719946146011353,5.981937885284424,1.7571794986724854
800,25600,-151.72314000000003,1.929616466359448,0.9185941298844525,0.8441271809319085,0.3333333333333333,118.0,1459.0739999999976,-0.3784386217594147,5.180549621582031,1.870510458946228
900,28800,-224.41428,11.896401761206839,0.6888618914042643,0.8919028810741563,4.0,88.33333333333333,471.0316666666676,0.07057565450668335,2.5167789459228516,1.3433423042297363
1000,32000,-59.02690000000001,1.425813206144948,0.9368525461776214,0.7665406071552884,0.0,122.66666666666667,1521.0120000000013,-0.18013828992843628,4.985910415649414,2.3559861183166504
1100,35200,135.44446000000008,0.7359697386323378,0.9777596688092385,0.8293915515658928,0.0,129.0,1729.548,-0.24407032132148743,6.118142127990723,2.1481330394744873
1200,38400,480.85974000000016,0.8862772118649662,0.9700151338027531,0.7688513037350247,0.0,126.33333333333333,1635.3603333333333,-0.37279415130615234,3.344557762145996,2.1519575119018555
1250,40000,641.3077000000003,1.3944659504014663,0.940597859230753,0.7408963617618086,0.0,120.33333333333333,1479.7356666666672,0.12193048000335693,4.708946228027344,1.795555591583252
