update,step,train_return,cost_per_order,success_rate,ontime_rate,depletion_events,n_delivered,eval_return,policy_loss,value_loss,entropy
200,6400,-157.62220000000002,47.388847909199505,0.2551420331081348,1.0,2.0,32.333333333333336,-1043.900999999998,-0.06773816794157028,3.481835126876831,1.6595567464828491
400,12800,87.02268,1.6622063869129846,0.9181978895062318,0.9264337836595903,0.0,122.0,1581.0163333333346,-0.0775461345911026,5.22283411026001,1.26078200340271
600,19200,631.9192000000003,1.3390152653899368,0.9352511938617775,0.9498219483000195,0.0,125.33333333333333,1680.7140000000006,-0.21709638833999634,7.175234794616699,1.6443291902542114
800,25600,975.0399000000004,1.125187667887684,0.9474844988619417,0.9453077137287664,0.0,126.66666666666667,1722.787333333333,-0.11998222768306732,6.010733127593994,0.7554805874824524
1000,32000,1301.4420200000006,1.0215712896683533,0.9554093643281849,0.9231408573928258,0.0,126.33333333333333,1716.511333333334,-0.3460513949394226,1.5812857151031494,1.5534560680389404
1200,38400,1157.6419000000005,0.8451602278985207,0.9652804232804234,0.9284816650428546,0.0,128.66666666666666,1774.1410000000012,-0.030019603669643402,2.966453790664673,0.9129419922828674
1400,44800,872.8636800000005,0.8122644844715569,0.967482157557536,0.9251002719719619,0.0,128.33333333333334,1772.2483333333337,0.15309490263462067,8.522883415222168,0.7414999604225159
1600,51200,861.4685200000002,0.7710370008921886,0.9704613984183877,0.9327794764134527,0.0,129.0,1791.4820000000007,-0.07431849837303162,13.433048248291016,1.4936861991882324
1800,57600,1104.5990400000003,1.0919197920359365,0.967974826488016,0.8809915607878257,0.6666666666666666,129.0,1716.1940000000006,-0.14041851460933685,1.7146283388137817,1.3062330484390259
2000,64000,817.7347000000002,1.0757921501785432,0.9699227644274084,0.8797370054584257,0.6666666666666666,127.66666666666667,1700.562666666667,0.11050844937562943,2.4237258434295654,1.105690360069275
2200,70400,957.4688600000003,0.872484783874047,0.9730828924162257,0.8966271482400514,0.3333333333333333,129.66666666666666,1763.850666666667,-0.06623974442481995,3.531249523162842,0.820370078086853
2400,76800,989.5841000000005,3.8237506887052457,0.8910062880987635,0.8628615702479339,3.3333333333333335,116.33333333333333,1259.5480000000005,0.4515942931175232,4.761404991149902,1.1539620161056519
2600,83200,727.0271200000004,0.7664187160771259,0.9701980562122405,0.9129361843134728,0.0,129.66666666666666,1788.7463333333342,-0.43408095836639404,1.7952985763549805,0.981974720954895
2800,89600,1349.1184200000007,0.6391983319448886,0.9802924276042555,0.8776089126021923,0.0,130.33333333333334,1791.1803333333337,-0.02814578451216221,2.3085591793060303,0.49331656098365784
3000,96000,1207.6464000000005,1.0349291731851857,0.9699724565577906,0.9124061730619107,0.6666666666666666,128.33333333333334,1733.8780000000006,0.006852412596344948,2.898362159729004,0.9906572103500366
3125,100000,1308.3592200000005,0.8867370314184106,0.9699219608903307,0.9279535534928115,0.3333333333333333,128.33333333333334,1763.6656666666674,0.09628624469041824,2.0382180213928223,0.8742730021476746
