episode,step,episode_return,cost_per_order,delivered,dropped,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
65,4888,-352.59999999999985,23.197209302325575,43,39,0.88391,2.6487414836883545,54,13,12,70,972
66,4951,-647.2679999999999,32.22102702702703,37,52,0.88241375,2.4255425930023193,48,6,9,57,987
67,5006,-280.90999999999997,23.620312499999997,32,23,0.8811075,3.7600879669189453,44,5,6,50,1001
68,5074,-840.701,37.178945945945934,37,64,0.8794925,2.491570472717285,46,14,8,58,1018
69,5140,-431.789,27.192257142857137,35,36,0.877925,2.537409782409668,47,13,6,57,1035
70,5208,-70.27199999999995,16.576628571428564,35,11,0.87631,2.9461967945098877,47,12,9,63,1052
71,5276,-3.17500000000004,14.817499999999995,38,10,0.874695,2.2364141941070557,46,11,11,60,1069
72,5342,-46.954999999999984,16.08397058823529,34,9,0.8731275000000001,3.0121777057647705,43,13,10,61,1085
73,5432,15.447999999999979,14.542266666666663,45,16,0.87099,2.6293373107910156,54,21,15,74,1108
74,5505,-615.7749999999999,29.183452380952378,42,54,0.8692562500000001,2.6771509647369385,51,15,7,65,1126
75,5585,-679.444,31.73259999999999,40,57,0.86735625,3.232334613800049,51,15,14,73,1146
76,5648,-262.592,21.42059459459459,37,25,0.8658600000000001,2.9768996238708496,48,12,3,56,1162
77,5713,-428.075,25.86881578947368,38,38,0.86431625,1.916499137878418,45,14,6,58,1178
78,5757,-33.17900000000003,16.183892857142855,28,3,0.86327125,1.8403677940368652,36,5,3,41,1189
79,5830,-64.46900000000011,16.326560975609752,41,17,0.8615375000000001,2.097527027130127,49,16,8,67,1207
80,5901,-147.76900000000006,19.19467647058823,34,16,0.85985125,2.1646106243133545,43,13,15,68,1225
81,5972,-121.418,17.928368421052625,38,18,0.8581650000000001,2.3254425525665283,46,11,14,65,1243
82,6028,-199.49999999999994,20.866764705882346,34,20,0.856835,3.2144527435302734,44,9,3,55,1257
83,6104,30.670999999999722,14.167651162790694,43,13,0.85503,2.6918859481811523,52,12,12,69,1276
84,6159,-205.636,21.627357142857136,28,13,0.85372375,2.5463223457336426,36,12,7,49,1289
85,6204,-349.072,27.92748148148148,27,23,0.852655,2.416971445083618,35,7,3,41,1301
86,6292,-457.611,25.639093023255807,43,46,0.850565,2.600411891937256,55,20,13,79,1323
87,6375,58.43699999999993,13.29289130434782,46,13,0.84859375,3.068268060684204,55,19,9,70,1343
88,6435,-653.7959999999999,34.35472727272726,33,48,0.84716875,1.9932399988174438,42,9,9,55,1358
89,6490,-109.75599999999999,18.538903225806447,31,11,0.8458625,3.104130268096924,40,10,5,53,1372
90,6554,-255.3750000000001,21.63013513513513,37,26,0.8443425,2.7771339416503906,47,11,6,61,1388
91,6608,-144.993,19.514612903225803,31,13,0.84306,2.7583892345428467,39,11,4,51,1402
92,6676,-305.08399999999995,24.24072727272727,33,26,0.841445,2.2631125450134277,41,13,14,63,1419
93,6752,152.21700000000004,11.341232558139529,43,5,0.8396399999999999,2.2890501022338867,51,14,11,71,1438
94,6812,-206.6819999999999,20.930352941176466,34,20,0.8382149999999999,2.481761932373047,43,12,5,52,1453
95,6875,-332.232,24.20405714285714,35,29,0.83671875,1.8339836597442627,43,11,9,57,1468
96,6967,18.88899999999989,14.332568627450977,51,21,0.8345337500000001,3.1702842712402344,60,17,15,80,1491
97,7042,-459.56500000000017,27.013108108108103,37,39,0.8327525,3.031928062438965,49,18,8,65,1510
98,7093,-310.74299999999994,25.18976666666666,30,23,0.83154125,4.141403675079346,39,7,5,46,1523
99,7170,-242.97400000000005,19.845086956521733,46,33,0.8297125000000001,3.23901104927063,56,11,10,72,1542
100,7227,-491.07599999999996,28.135837837837833,37,42,0.82835875,2.9945080280303955,46,6,5,52,1556
101,7327,-215.1790000000001,19.45628260869565,46,32,0.82598375,2.8667118549346924,57,24,19,96,1581
102,7432,-350.37400000000014,21.47419607843137,51,45,0.82349,2.7930588722229004,60,26,19,91,1608
103,7498,43.43699999999983,13.55305405405405,37,6,0.8219225,2.735616683959961,46,10,10,60,1624
104,7553,-146.12400000000008,19.408562499999995,32,14,0.82061625,2.298020362854004,40,10,5,51,1638
105,7629,-328.05899999999997,22.51137209302325,43,37,0.81881125,3.054370641708374,53,16,7,66,1657
106,7692,-378.899,25.245249999999995,36,33,0.817315,2.979581832885742,47,9,7,57,1673
107,7766,-204.04599999999996,19.723899999999993,40,25,0.8155575,2.8836798667907715,50,15,9,65,1691
108,7832,-63.87200000000004,16.494222222222216,36,12,0.81399,2.543318510055542,46,12,8,59,1708
109,7880,-170.291,20.749296296296293,27,10,0.81285,3.8664329051971436,35,7,6,45,1720
110,7936,-321.95000000000016,24.589999999999996,32,25,0.81152,4.328869342803955,41,8,7,54,1734
111,8003,-114.377,17.612026315789468,38,17,0.80992875,2.758969783782959,47,8,12,64,1750
112,8072,-296.1619999999999,22.867621621621616,37,29,0.80829,2.8599376678466797,48,15,6,59,1768
113,8137,-85.89600000000006,17.183405405405402,37,15,0.80674625,3.0030360221862793,44,10,11,58,1784
114,8200,-280.169,21.713657894736837,38,27,0.80525,2.513878345489502,47,11,5,54,1800
115,8263,-180.16300000000007,19.105717948717945,39,22,0.80375375,3.555494785308838,46,13,4,56,1815
116,8349,-93.13700000000011,16.552489361702122,47,24,0.80171125,2.665492057800293,57,12,17,76,1837
117,8412,3.98599999999999,14.715124999999993,32,4,0.800215,2.916619300842285,40,10,13,57,1853
118,8479,-504.064,27.86694736842105,38,43,0.79862375,2.637075901031494,48,7,12,61,1869
119,8560,-232.253,20.525547619047614,42,30,0.7967,2.6297919750213623,51,12,18,74,1890
120,8620,-440.2629999999999,29.20009677419354,31,33,0.795275,4.004702568054199,40,14,6,52,1905
121,8690,-52.7859999999999,15.942649999999995,40,15,0.7936125,2.869550943374634,50,12,8,63,1922
122,8741,-197.46800000000013,21.247599999999995,30,15,0.79240125,3.3038699626922607,39,8,4,48,1935
123,8796,-341.4630000000001,25.194636363636356,33,28,0.791095,2.764664888381958,42,9,4,49,1949
124,8864,-194.276,19.976742857142852,35,19,0.78948,3.481781244277954,44,15,9,61,1966
125,8932,-392.1930000000001,25.326837837837832,37,35,0.787865,2.8378031253814697,45,13,10,62,1983
126,8998,-116.48200000000003,17.784799999999997,40,20,0.7862975,2.616328716278076,48,9,9,60,1999
127,9049,-393.02400000000006,26.264529411764702,34,32,0.78508625,3.0266506671905518,42,6,3,50,2012
128,9121,-358.79200000000003,23.627609756097556,41,37,0.78337625,3.32300066947937,50,16,6,67,2030
129,9172,-370.519,27.603068965517235,29,26,0.782165,2.825641393661499,37,11,3,46,2043
130,9241,-303.445,22.7203947368421,38,30,0.78052625,2.566072702407837,48,14,7,62,2060
131,9294,-146.03899999999996,19.860655172413786,29,11,0.7792675,4.261235237121582,38,7,8,51,2073
132,9385,-190.091,18.172711538461535,52,35,0.77710625,3.5615620613098145,62,18,11,81,2096
133,9434,-198.60100000000003,21.618699999999997,30,16,0.7759425,3.514834403991699,38,7,4,47,2108
134,9506,-98.76499999999999,17.039878048780484,41,19,0.7742325,4.144922733306885,51,8,13,65,2126
135,9558,-295.504,25.373357142857138,28,20,0.7729975,3.1658756732940674,36,11,5,49,2139
136,9624,-404.6130000000001,24.85982051282051,39,37,0.7714300000000001,2.611348867416382,48,10,8,60,2156
137,9703,-311.113,23.49730555555555,36,29,0.76955375,3.3477377891540527,47,11,21,78,2175
138,9779,25.616999999999933,14.148880952380948,42,12,0.76774875,3.353198289871216,50,13,13,68,2194
139,9836,-198.34499999999997,20.537499999999994,34,19,0.7663949999999999,3.2915027141571045,42,8,7,53,2209
140,9899,-161.336,19.46388571428571,35,18,0.76489875,2.3108882904052734,43,10,10,57,2224
141,9981,-19.632999999999925,15.232756097560971,41,14,0.76295125,2.2983908653259277,50,23,9,76,2245
142,10045,-287.2100000000001,23.660312499999996,32,23,0.76143125,3.6540610790252686,41,15,8,55,2261
143,10130,-45.153000000000034,15.520895833333327,48,22,0.7594125,2.0409011840820312,57,13,15,80,2282
144,10199,-94.71700000000014,17.227026315789466,38,16,0.75777375,2.8958945274353027,46,14,9,61,2299
145,10269,-22.71299999999998,15.199552631578944,38,11,0.75611125,2.805995464324951,47,10,13,66,2317
146,10335,-124.47099999999998,18.091648648648643,37,17,0.75454375,2.7844605445861816,48,10,8,58,2333
147,10396,-144.04099999999994,18.224774999999994,40,21,0.753095,2.4177041053771973,49,7,5,55,2349
148,10465,2.4010000000001526,14.551256410256405,39,10,0.75145625,2.9810991287231445,47,12,10,61,2366
149,10522,-560.514,31.484529411764697,34,44,0.7501025,3.5112178325653076,43,10,4,50,2380
150,10584,-151.536,19.04245714285714,35,17,0.74863,3.7545552253723145,45,12,5,57,2396
151,10668,-153.50400000000002,18.185199999999995,45,27,0.7466349999999999,3.3310277462005615,53,14,17,76,2417
152,10753,-136.61299999999966,17.64688636363636,44,24,0.74461625,3.3726272583007812,53,17,15,73,2438
153,10836,-299.4499999999998,21.071956521739125,46,37,0.742645,3.019155502319336,56,13,14,75,2459
154,10901,-614.908,33.024484848484846,33,45,0.74110125,3.0015676021575928,44,11,10,60,2475
155,10993,26.368999999999836,14.107341463414631,41,11,0.73891625,2.809298515319824,52,17,23,85,2498
156,11049,-814.1569999999999,36.50352777777778,36,60,0.73758625,3.7651281356811523,45,8,3,52,2512
157,11119,-126.45999999999994,17.837804878048775,41,21,0.73592375,3.0196521282196045,49,10,11,61,2529
158,11190,-617.678,29.129953488372088,43,56,0.7342375,3.289538621902466,54,8,9,64,2547
159,11253,-138.57700000000006,18.672199999999993,35,16,0.73274125,3.085204601287842,47,11,5,56,2563
160,11328,-681.5239999999999,30.26544186046511,43,59,0.73096,3.601827621459961,52,12,11,70,2582
161,11396,-86.87399999999998,17.403352941176465,34,12,0.729345,3.7700047492980957,42,10,16,62,2599
162,11457,6.231999999999957,14.439421052631575,38,9,0.72789625,3.5909900665283203,46,8,7,59,2614
163,11519,-71.92199999999994,16.909771428571425,35,12,0.72642375,3.686007022857666,43,11,8,56,2629
164,11575,-71.41599999999995,17.14019354838709,31,8,0.7250937500000001,3.3154044151306152,39,10,7,51,2643
165,11638,-342.22300000000007,23.64494871794871,39,34,0.7235975,3.441636323928833,47,9,7,58,2659
166,11718,-207.55200000000008,18.943377777777773,45,29,0.7216975000000001,2.979475498199463,53,17,10,73,2679
167,11768,-320.78499999999997,24.85883333333333,30,22,0.72051,3.186095714569092,39,9,2,44,2692
168,11847,-99.32700000000004,17.15864102564102,39,17,0.71863375,3.1129963397979736,51,14,14,69,2711
169,11925,-174.0,19.411666666666658,36,19,0.71678125,3.0577683448791504,49,11,18,71,2731
170,11974,-385.43600000000004,28.117103448275856,29,27,0.7156175,3.1918435096740723,38,7,4,46,2743
171,12025,-334.43799999999993,26.52924137931034,29,24,0.71440625,4.363040924072266,37,5,9,49,2756
172,12094,-47.32500000000002,16.03291666666666,36,11,0.7127675,4.462492942810059,44,11,14,62,2773
173,12150,-146.25099999999998,18.92280555555555,36,18,0.7114375,2.5937888622283936,45,8,3,50,2787
174,12236,-99.29199999999983,16.78982978723404,47,25,0.709395,3.933101177215576,57,12,17,76,2809
175,12286,-121.15400000000002,18.703133333333327,30,10,0.7082075000000001,3.3601152896881104,39,5,6,47,2821
176,12371,40.64699999999995,13.809470588235287,51,19,0.7061887499999999,3.5634312629699707,62,16,7,78,2842
177,12436,-265.21100000000007,22.22530555555555,36,26,0.704645,3.1016745567321777,44,11,10,60,2859
178,12490,-166.24300000000002,19.732212121212115,33,16,0.7033625,3.185011863708496,41,5,8,51,2872
179,12539,-229.57799999999997,22.173374999999993,32,20,0.70219875,3.745678186416626,41,5,3,45,2884
180,12608,-107.81599999999999,18.051749999999995,32,11,0.7005600000000001,2.5909745693206787,42,11,16,66,2902
181,12671,10.742999999999853,14.699638888888886,36,8,0.6990637500000001,3.7848060131073,44,12,7,57,2917
182,12736,-332.289,24.206257142857137,35,29,0.6975199999999999,2.3002049922943115,44,14,7,60,2934
183,12794,47.65600000000009,13.450117647058818,34,3,0.6961425,3.770695209503174,39,15,4,54,2948
184,12837,-183.608,21.329931034482755,29,14,0.69512125,2.976959466934204,38,1,4,42,2959
185,12909,-169.57499999999985,18.394148936170208,47,30,0.69341125,3.2797255516052246,56,11,5,67,2977
186,12990,-127.96999999999989,17.623488372093018,43,23,0.6914875,3.1536753177642822,54,11,16,74,2997
187,13056,-291.92600000000004,22.482974358974353,39,31,0.68992,3.702366590499878,47,10,9,59,3014
188,13124,-148.29800000000012,18.560499999999998,36,17,0.688305,3.586594581604004,46,10,12,64,3031
189,13183,-46.466000000000065,16.214199999999995,30,5,0.68690375,3.6044974327087402,39,16,4,57,3045
190,13287,-200.0309999999999,18.45201818181818,55,40,0.68443375,2.950382709503174,65,22,17,90,3071
191,13340,-608.344,34.139161290322576,31,43,0.683175,4.822376728057861,40,10,3,48,3085
192,13407,-147.0180000000001,18.639948717948716,39,21,0.6815837499999999,4.466522693634033,48,13,6,61,3101
193,13474,-822.8000000000002,36.5178947368421,38,65,0.6799925,2.8997509479522705,45,10,12,62,3118
194,13536,-126.85899999999998,17.86741025641025,39,19,0.67852,3.6068501472473145,48,11,3,58,3134
195,13581,-78.57399999999993,17.618466666666663,30,8,0.6774512500000001,3.6350362300872803,39,4,2,43,3145
196,13642,-151.51999999999995,19.160294117647055,34,16,0.6760025000000001,3.7855184078216553,42,12,7,55,3160
197,13706,-612.2410000000001,31.866416666666662,36,49,0.6744825,3.1076555252075195,45,14,5,58,3176
198,13769,-126.07899999999997,18.705852941176463,34,15,0.67298625,2.8406741619110107,46,9,8,58,3192
199,13821,-105.59999999999997,18.183666666666664,30,9,0.67175125,2.349926233291626,38,5,9,49,3205
200,13895,-146.79599999999988,18.631435897435892,39,21,0.6699937499999999,3.0938496589660645,49,8,17,66,3223
201,13982,-87.02399999999999,16.56247826086956,46,23,0.6679275,3.8082773685455322,56,16,15,78,3245
202,14034,-240.65900000000005,22.43803225806451,31,19,0.6666925,3.6321544647216797,40,4,8,49,3258
203,14107,-161.51599999999996,18.485857142857135,42,24,0.66495875,4.088196277618408,49,13,11,68,3276
204,14189,-237.9669999999999,21.12518421052631,38,26,0.66301125,4.277381896972656,48,13,21,76,3297
205,14247,-206.40799999999996,20.75251428571428,35,21,0.66163375,3.2923693656921387,43,8,7,54,3311
206,14296,-370.1190000000001,29.60075999999999,25,22,0.66047,3.439985752105713,33,6,10,46,3324
207,14385,-227.78499999999997,19.826395348837202,43,29,0.65835625,4.003150463104248,52,12,25,83,3346
208,14452,-242.68299999999985,21.459249999999997,36,24,0.656765,2.945073366165161,44,8,15,61,3363
209,14505,-250.04500000000007,22.902741935483867,31,20,0.65550625,2.939537525177002,39,8,6,51,3376
210,14566,-191.24500000000003,20.816718749999993,32,17,0.6540575,2.766157627105713,41,9,11,56,3391
211,14642,-344.78700000000003,22.72061363636363,44,39,0.6522525,3.7424864768981934,52,16,8,73,3410
212,14687,-335.91700000000003,26.065413793103442,29,23,0.6511837500000001,3.1001594066619873,39,4,2,44,3421
213,14771,-155.20799999999997,18.223511111111105,45,27,0.64918875,2.412631034851074,56,13,15,75,3442
214,14842,-306.1989999999999,22.84766666666666,39,32,0.6475025000000001,2.5729808807373047,48,9,14,64,3460
215,14910,-241.029,21.78938235294117,34,22,0.6458875,3.7004356384277344,42,7,19,65,3477
216,14983,-662.4170000000001,30.909195121951214,41,57,0.6441537500000001,3.871060609817505,51,8,14,68,3495
217,15044,-201.04000000000005,21.279687499999994,32,18,0.6427050000000001,4.221980094909668,41,11,9,59,3511
218,15110,-192.26800000000006,20.347371428571424,35,20,0.6411375,2.9984796047210693,45,10,11,62,3527
219,15187,-78.5520000000001,16.667853658536583,41,18,0.6393087500000001,2.7693681716918945,52,8,17,71,3546
220,15249,-140.067,19.241121212121207,33,15,0.6378362500000001,2.6410512924194336,41,10,11,60,3562
221,15328,-102.52000000000015,17.561578947368417,38,17,0.6359600000000001,3.540666103363037,47,14,18,70,3582
222,15388,-124.60999999999999,19.01645161290322,31,12,0.6345350000000001,3.720010280609131,40,10,10,56,3597
223,15449,-94.40399999999995,17.480999999999995,34,12,0.6330862500000001,3.0341527462005615,43,13,5,55,3612
224,15522,-183.50699999999998,19.333924999999994,40,24,0.6313525,3.7098443508148193,49,9,15,66,3630
225,15605,-154.06299999999985,18.509097560975604,41,23,0.62938125,3.1293563842773438,50,14,19,76,3651
226,15662,-323.61000000000007,23.570833333333326,36,29,0.6280275,3.6849751472473145,44,7,6,52,3665
227,15726,-122.71699999999989,18.519906249999995,32,12,0.6265075,4.015544414520264,43,13,8,59,3681
228,15816,-280.1259999999997,20.886799999999994,45,35,0.6243700000000001,3.2328407764434814,56,12,22,80,3704
229,15883,-39.73599999999986,15.722823529411759,34,8,0.6227787499999999,5.084684371948242,43,8,16,63,3720
230,15943,-122.816,18.31458823529411,34,14,0.6213537499999999,3.460966110229492,42,6,12,55,3735
231,16011,-261.7199999999999,22.705624999999994,32,21,0.61973875,2.8332126140594482,43,11,14,62,3752
232,16074,-204.97200000000004,20.551444444444442,36,22,0.6182425,3.4132742881774902,44,7,12,61,3768
233,16137,-385.26300000000003,26.455903225806445,31,27,0.61674625,3.5527267456054688,40,10,13,58,3784
234,16219,-221.29800000000006,19.48234782608695,46,32,0.6147987500000001,3.6819064617156982,55,16,11,71,3804
235,16303,-483.75,26.55073170731707,41,45,0.61280375,3.1085081100463867,53,14,17,77,3825
236,16364,-169.57000000000002,19.83393939393939,33,16,0.611355,3.7657034397125244,42,14,5,55,3841
237,16448,-63.551000000000094,16.188022222222216,45,21,0.60936,3.7756872177124023,54,21,9,78,3862
238,16523,44.37600000000006,13.567422222222216,45,13,0.6075787500000001,3.6604697704315186,53,13,9,66,3880
239,16586,-104.84899999999998,17.118974999999995,40,18,0.6060825000000001,3.6253514289855957,47,7,9,59,3896
240,16660,-324.85799999999983,22.941743589743584,39,32,0.604325,4.390552520751953,49,12,13,64,3915
241,16721,-345.2250000000001,24.03180555555555,36,30,0.60287625,3.0644400119781494,45,8,8,54,3930
242,16785,-434.83199999999994,26.519777777777772,36,36,0.60135625,3.3294999599456787,45,7,12,59,3946
243,16828,-303.59400000000005,27.142159999999993,25,18,0.6003350000000001,3.9048712253570557,35,4,4,40,3957
244,16912,-184.48400000000015,19.15033333333333,42,26,0.59834,3.5650973320007324,55,12,17,77,3978
245,16989,-90.37899999999996,17.003971428571425,35,12,0.59651125,3.5771212577819824,45,8,24,73,3997
246,17062,-35.75899999999987,15.625829268292676,41,15,0.5947775,3.2885632514953613,50,13,10,66,4015
247,17123,-120.65400000000002,18.5656129032258,31,11,0.59332875,4.371607780456543,40,9,12,55,4030
248,17207,-54.04100000000014,16.198022222222217,45,21,0.59133375,4.149179935455322,55,16,13,72,4051
249,17288,-58.14499999999987,16.292317073170725,41,17,0.58941,4.24459981918335,50,15,16,73,4072
250,17336,-124.74899999999998,19.299620689655168,29,10,0.5882700000000001,2.8812856674194336,38,4,6,45,4084
251,17398,-294.9309999999999,23.478515151515147,33,24,0.5867975000000001,3.123149871826172,42,6,14,59,4099
252,17458,-200.69599999999997,21.07927272727272,33,19,0.5853725000000001,3.4684324264526367,42,10,8,56,4114
253,17516,-116.28099999999992,18.474406249999994,32,12,0.583995,3.5751564502716064,39,9,10,56,4129
254,17573,-205.52100000000002,21.264093749999997,32,18,0.58264125,3.902625560760498,40,10,7,55,4143
255,17644,-3.3180000000000405,14.8387619047619,42,14,0.5809550000000001,3.9206013679504395,51,11,9,63,4161
256,17710,-86.66400000000007,17.329828571428568,35,13,0.5793875,4.431605339050293,44,10,12,61,4177
257,17765,-235.15300000000002,22.422677419354834,31,19,0.5780812500000001,3.786454677581787,41,9,5,51,4191
258,17845,-92.20999999999991,17.10384615384615,39,17,0.5761812500000001,4.048830032348633,49,15,16,72,4211
259,17928,-106.07000000000008,17.26026315789473,38,16,0.5742100000000001,3.8683743476867676,47,18,18,76,4232
260,17983,-325.194,23.89316666666666,36,30,0.57290375,3.2281408309936523,46,5,4,52,4245
261,18054,-467.772,28.458294117647057,34,37,0.5712175,4.2909440994262695,42,10,19,69,4263
262,18139,-128.4419999999999,17.78917391304347,46,27,0.56919875,3.956350326538086,57,14,14,75,4284
263,18200,-133.27999999999992,17.948857142857136,35,14,0.56775,4.9220051765441895,46,8,7,56,4300
264,18287,-48.5689999999999,16.035648648648646,37,12,0.56568375,4.507210731506348,46,16,25,76,4321
265,18374,-664.7460000000001,28.636374999999997,48,64,0.5636175000000001,3.9965908527374268,57,10,20,79,4343
266,18446,-114.52799999999988,17.484449999999995,40,19,0.5619075,3.6081128120422363,48,9,15,67,4361
267,18509,-113.60999999999999,17.73666666666666,36,15,0.56041125,3.7472782135009766,45,9,9,57,4377
268,18606,-24.695000000000192,15.205543478260862,46,19,0.5581075,4.131617546081543,54,19,24,87,4401
269,18670,-115.39400000000008,18.556580645161286,31,11,0.5565875,3.1928791999816895,40,10,14,58,4417
270,18720,-484.352,33.62584615384615,26,31,0.5554,4.180722713470459,35,7,8,46,4430
271,18798,47.42200000000008,13.718487804878045,41,10,0.5535475000000001,4.623826026916504,50,16,12,72,4449
272,18864,-137.948,18.45643243243243,37,18,0.55198,4.223000526428223,47,13,6,54,4466
273,18942,-398.51599999999996,25.360972972972966,37,35,0.5501275,2.9728779792785645,47,15,16,68,4485
