episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
213,14828,-124.29500000000006,0.647835,1.1587921380996704,39,9,16,61,3458
214,14894,18.659000000000077,0.6462675,0.6199439167976379,44,10,12,60,3474
215,14965,-63.10899999999995,0.6445812500000001,1.26027250289917,51,9,11,65,3492
216,15026,-184.3280000000001,0.6431325000000001,1.3082759380340576,45,10,6,56,3507
217,15099,-318.55300000000005,0.64139875,1.1963176727294922,51,11,11,68,3525
218,15157,-24.559999999999988,0.64002125,1.2972272634506226,36,12,10,54,3540
219,15217,-231.89199999999997,0.63859625,0.9625375270843506,44,11,5,57,3555
220,15295,-637.7830000000002,0.6367437499999999,0.5525673627853394,48,13,17,71,3574
221,15358,-385.349,0.6352475,0.6184651255607605,52,9,2,58,3590
222,15407,-271.15600000000006,0.6340837500000001,0.9009526371955872,39,6,4,45,3602
223,15474,-160.41500000000005,0.6324925,1.3539658784866333,43,10,14,63,3619
224,15523,-153.27099999999996,0.63132875,0.8562385439872742,35,6,8,48,3631
225,15592,-214.83700000000005,0.6296900000000001,0.8140814304351807,40,11,18,66,3649
226,15652,-272.129,0.6282650000000001,1.308650255203247,41,10,9,54,3664
227,15692,-153.65599999999992,0.6273150000000001,1.0531413555145264,34,4,2,39,3674
228,15757,-326.38199999999995,0.62577125,0.6219013333320618,49,5,11,60,3690
229,15800,-467.40700000000004,0.62475,0.5920974016189575,35,4,4,39,3701
230,15844,-349.631,0.623705,1.120492696762085,37,4,3,42,3712
231,15908,-252.3850000000001,0.622185,1.277095079421997,49,8,7,60,3728
232,15980,-482.74399999999997,0.620475,0.5813090205192566,47,11,14,66,3746
233,16035,-229.02200000000016,0.61916875,1.0564887523651123,37,8,10,52,3759
234,16087,-226.13000000000005,0.61793375,0.9245900511741638,38,9,5,48,3772
235,16149,-101.08700000000007,0.61646125,0.9478002190589905,46,7,9,58,3788
236,16206,-221.7650000000001,0.6151075,1.6152701377868652,44,8,5,52,3802
237,16263,-189.93900000000005,0.61375375,0.7934263348579407,40,9,8,56,3816
238,16307,-280.359,0.61270875,1.042423963546753,36,4,4,42,3827
239,16360,-79.89699999999996,0.61145,0.7160266637802124,42,6,5,49,3841
240,16408,-447.08000000000004,0.61031,1.2102335691452026,38,2,8,47,3853
241,16474,-199.0690000000001,0.6087425,1.151747226715088,52,9,5,62,3869
242,16527,-280.6009999999999,0.60748375,0.8641453981399536,38,4,11,51,3882
243,16585,-306.76200000000006,0.6061062500000001,0.5001674294471741,40,7,11,53,3897
244,16645,-232.703,0.6046812500000001,0.8136835694313049,44,9,7,54,3912
245,16726,-793.0899999999998,0.6027575000000001,0.75795978307724,53,13,15,76,3932
246,16780,-75.5160000000001,0.601475,1.0740180015563965,42,8,4,52,3946
247,16835,-296.8640000000001,0.60016875,0.7459816932678223,41,8,6,52,3959
248,16897,-247.8910000000002,0.59869625,0.5844098329544067,43,7,12,58,3975
249,16963,-362.703,0.59712875,1.0750998258590698,47,10,9,61,3991
250,17010,-270.03999999999996,0.5960125000000001,1.2534010410308838,41,4,2,45,4003
251,17067,51.75800000000007,0.59465875,1.418975830078125,44,7,6,54,4017
252,17125,-267.84899999999993,0.59328125,1.1850528717041016,47,4,7,54,4032
253,17180,-91.635,0.591975,0.8992737531661987,36,6,13,53,4046
254,17239,-63.436000000000014,0.59057375,0.8208421468734741,46,6,7,56,4060
255,17279,-101.14500000000005,0.58962375,1.0255763530731201,36,3,1,37,4070
256,17336,-256.0690000000001,0.5882700000000001,1.1619873046875,42,4,11,54,4085
