update,step,train_return,cost_per_order,success_rate,ontime_rate,depletion_events,n_delivered,eval_return,policy_loss,value_loss,entropy
100,3200,-159.84804000000003,53.35794712643675,0.23486231282841452,1.0,2.3333333333333335,29.666666666666668,-1140.2646666666678,-0.024341847747564316,3.2687594890594482,1.9687507152557373
200,6400,-159.71652000000003,61.545220042735046,0.19815495239224054,1.0,0.0,25.0,-1162.8450000000018,-0.05104044824838638,7.2440080642700195,2.3349592685699463
300,9600,-228.49398000000008,62.63157264957266,0.19559084982813799,1.0,0.0,24.666666666666668,-1172.8263333333355,-0.15338140726089478,4.03770112991333,1.647712230682373
400,12800,-213.57890000000003,59.699040954415956,0.20354391371340527,1.0,0.0,25.666666666666668,-1142.9936666666686,-0.013117760419845581,2.627835273742676,1.794899582862854
500,16000,-239.52604000000008,116.01913632478636,0.11611025509330593,0.9569444444444445,0.0,14.666666666666666,-1474.4626666666716,-0.06540172547101974,3.1643877029418945,1.8486950397491455
600,19200,10.90213999999985,0.7488012697975223,0.9708032571578671,0.9335753454033023,0.0,129.66666666666666,1803.5303333333338,-0.5967133045196533,2.769742727279663,1.9211065769195557
700,22400,227.7302799999999,0.7163843250354339,0.9752274082062623,0.8852826994903498,0.0,129.66666666666666,1776.6270000000004,-0.2147628664970398,3.890907049179077,1.81471848487854
800,25600,739.5083600000003,0.7668798921971334,0.9699079404287585,0.9304346371332017,0.0,128.0,1776.4443333333347,0.23192626237869263,3.6362438201904297,1.3015004396438599
900,28800,1017.5293000000004,0.7543049053700126,0.9703757474621053,0.9316903363431811,0.0,130.0,1806.4416666666675,-0.13765738904476166,4.947147846221924,0.9766294956207275
1000,32000,1126.3535800000004,0.6508591597796299,0.9775817796265139,0.9410549343704423,0.0,129.66666666666666,1821.9250000000004,-0.12010286003351212,1.4311695098876953,1.5091910362243652
1100,35200,980.2898000000002,0.5869225011072358,0.9826391216775683,0.908359498148946,0.0,130.33333333333334,1818.2643333333338,0.11322689056396484,3.9279990196228027,1.290971279144287
1200,38400,996.8545400000004,3.70484143454513,0.925731018391765,0.8874405114181579,4.333333333333333,114.0,1263.9173333333338,0.026493966579437256,2.2140674591064453,1.2653326988220215
1250,40000,789.2063200000002,2.9385227394821385,0.9284885768139356,0.8586667894583352,3.3333333333333335,119.33333333333333,1360.0203333333338,0.246057391166687,7.335585117340088,1.3085780143737793
