episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
361,24006,-55.027000000000044,0.4298575000000001,27.747053146362305,42,7,5,52,5752
362,24072,-582.1300000000002,0.42829000000000006,14.448978424072266,40,6,20,62,5769
363,24142,-49.52799999999996,0.42662750000000005,12.68907356262207,41,5,24,67,5786
364,24189,-435.325,0.4255112500000001,13.807310104370117,37,7,3,42,5798
365,24234,-54.25800000000007,0.42444250000000006,9.406148910522461,35,2,8,44,5809
366,24340,-333.54499999999996,0.421925,17.84793472290039,49,8,49,100,5836
367,24387,-198.57100000000005,0.42080875000000006,12.767110824584961,35,2,10,46,5847
368,24438,-175.30900000000003,0.41959750000000007,15.54789924621582,36,7,8,48,5860
369,24543,-326.8899999999998,0.41710375,9.825149536132812,53,10,42,100,5886
370,24612,-105.62900000000012,0.4154650000000001,14.127862930297852,40,4,25,66,5904
371,24678,-406.0950000000001,0.41389750000000003,11.98884391784668,45,9,12,62,5920
372,24733,19.020999999999916,0.41259124999999996,10.2769136428833,41,5,9,52,5934
373,24780,-475.717,0.4114749999999999,13.35563850402832,40,4,3,45,5946
374,24865,-136.37100000000012,0.4094562500000001,14.332098960876465,44,9,32,79,5967
375,24934,-219.48999999999992,0.40781750000000005,11.084609985351562,50,6,13,66,5984
376,24982,-63.55699999999993,0.4066775,12.395364761352539,34,3,11,48,5996
377,25076,-949.869,0.40444500000000005,12.029833793640137,57,9,28,87,6020
378,25129,-65.24700000000007,0.40318624999999997,14.374942779541016,40,6,7,51,6033
379,25181,-210.47599999999994,0.40195125,16.215105056762695,40,5,7,51,6046
380,25252,-277.108,0.4002650000000001,8.945823669433594,48,7,16,64,6064
381,25305,-490.66600000000017,0.39900625,13.992324829101562,38,7,8,50,6077
382,25378,-325.0809999999999,0.39727250000000003,14.376008033752441,49,5,19,68,6095
383,25438,-294.7330000000002,0.3958475,14.700689315795898,37,6,17,57,6110
384,25506,-610.6570000000003,0.3942325,19.250905990600586,41,4,23,65,6127
385,25568,-396.987,0.39276,16.494882583618164,41,6,15,60,6143
386,25664,-1067.8359999999998,0.39048000000000005,12.50576400756836,50,8,38,93,6167
387,25709,-317.203,0.38941125,11.155122756958008,35,3,7,42,6178
388,25765,-174.40199999999993,0.38808125000000004,13.493433952331543,39,4,13,53,6192
389,25822,-452.52600000000007,0.3867275000000001,12.91865348815918,42,4,11,56,6206
390,25902,-469.39200000000017,0.3848275000000001,14.016654014587402,46,11,23,74,6226
391,25950,-351.625,0.38368749999999996,11.286861419677734,34,3,11,46,6238
392,26010,-273.8020000000001,0.38226250000000006,19.608882904052734,43,8,9,55,6253
393,26070,-518.178,0.38083749999999994,15.830289840698242,43,3,14,57,6268
394,26127,-241.56800000000015,0.3794837500000001,11.039880752563477,38,3,16,56,6282
395,26216,-258.14899999999994,0.3773700000000001,13.765116691589355,48,8,33,85,6305
396,26283,-212.56,0.37577875000000005,11.79135513305664,43,7,17,65,6321
397,26325,11.682000000000002,0.37478125000000007,13.743618965148926,36,2,4,42,6332
398,26366,-123.33599999999998,0.37380750000000007,15.217630386352539,33,4,4,40,6342
399,26413,-244.0699999999999,0.37269125000000003,16.211740493774414,36,4,7,46,6354
400,26489,-393.119,0.3708862500000001,13.981152534484863,50,10,16,70,6373
401,26553,-406.909,0.36936625,17.62607765197754,42,4,18,62,6389
402,26631,-331.9839999999999,0.36751375,12.694376945495605,42,7,29,75,6408
403,26685,-114.45799999999997,0.36623125,10.261344909667969,37,2,15,53,6422
404,26753,-130.69200000000006,0.36461625,15.656420707702637,41,5,22,64,6439
405,26818,-520.6430000000001,0.3630725,12.935691833496094,42,6,17,61,6455
406,26897,-446.58900000000006,0.36119625,15.082976341247559,47,7,25,75,6475
407,26958,-49.69700000000009,0.3597475,13.711200714111328,46,6,9,58,6490
408,27012,-371.0640000000002,0.35846500000000003,13.181198120117188,40,4,10,52,6504
409,27072,-303.1769999999999,0.35704,17.015851974487305,39,3,18,57,6519
410,27129,-174.62800000000001,0.3556862500000001,12.107264518737793,36,9,12,55,6533
411,27191,-407.4390000000002,0.35421375,12.264132499694824,40,6,16,58,6548
412,27260,-151.39600000000007,0.3525750000000001,10.61978530883789,40,2,27,67,6566
413,27364,-498.04499999999996,0.350105,14.110949516296387,51,7,46,98,6592
414,27438,-444.8170000000002,0.34834750000000003,13.628317832946777,41,4,29,73,6610
415,27504,-514.8290000000001,0.3467800000000001,16.500761032104492,37,2,27,64,6627
416,27592,-289.02299999999997,0.34469000000000005,11.976304054260254,53,6,29,83,6649
417,27680,-662.5300000000001,0.3426000000000001,14.775014877319336,47,7,34,82,6671
418,27740,-125.84399999999992,0.341175,15.22685432434082,47,8,5,58,6686
419,27792,-370.671,0.33994,15.965763092041016,38,5,9,50,6699
420,27860,-511.0290000000001,0.338325,13.18222713470459,38,6,24,65,6716
421,27954,-610.9920000000003,0.3360925,11.965360641479492,44,8,42,89,6739
422,28024,-497.72500000000014,0.33443,13.353241920471191,42,8,20,64,6757
423,28074,-93.54100000000005,0.3332425000000001,11.201675415039062,37,7,6,47,6769
424,28139,-790.7600000000001,0.33169875000000004,12.959371566772461,49,10,6,56,6785
425,28230,-670.2310000000002,0.32953750000000004,13.817033767700195,45,9,37,84,6808
426,28371,-330.0160000000001,0.32618875,11.006814956665039,76,40,25,105,6843
427,28450,-243.93099999999998,0.3243125,12.776816368103027,49,10,20,70,6863
428,28521,-251.42900000000006,0.32262625,12.606422424316406,49,9,13,66,6881
429,28583,-341.65000000000015,0.32115375,16.66502571105957,40,4,18,59,6896
430,28644,-342.21700000000004,0.319705,11.874320983886719,41,5,15,57,6912
431,28716,-378.08399999999995,0.317995,13.862879753112793,39,4,29,68,6930
432,28778,-782.259,0.31652250000000004,13.881875991821289,40,4,18,60,6945
433,28856,-263.97800000000007,0.31467,15.772177696228027,40,8,30,77,6965
434,28922,-471.7790000000001,0.31310250000000006,12.595418930053711,41,7,18,60,6981
435,28988,-587.2950000000001,0.311535,14.061842918395996,45,9,12,61,6998
436,29079,-150.90900000000002,0.30937375,15.699179649353027,44,7,40,87,7020
437,29144,-313.438,0.30783000000000005,11.324941635131836,45,5,15,62,7037
438,29247,-230.5960000000004,0.30538375000000006,16.653512954711914,54,7,42,98,7062
439,29314,-743.5649999999998,0.3037925,16.555622100830078,43,6,18,61,7079
440,29368,-301.36699999999996,0.30251000000000006,10.386590957641602,35,5,14,52,7093
441,29495,-243.13999999999993,0.29949375,9.453542709350586,54,16,57,117,7124
442,29570,-390.3260000000002,0.29771250000000005,14.120397567749023,39,1,35,74,7143
443,29642,-324.4250000000002,0.29600250000000006,14.817119598388672,43,8,21,66,7161
444,29713,-136.08499999999992,0.29431625000000006,12.749738693237305,45,7,19,66,7179
445,29813,-490.20500000000015,0.29194125000000004,9.91146183013916,40,3,57,99,7204
446,29929,-716.2429999999999,0.28918625,15.083706855773926,60,13,43,106,7233
447,30016,-393.41499999999996,0.28712000000000004,17.09735870361328,47,9,31,80,7255
448,30087,-690.586,0.28543375000000004,19.04848289489746,43,12,16,65,7272
449,30138,-259.03499999999997,0.28422250000000004,15.439151763916016,34,3,14,50,7285
450,30213,-781.2009999999998,0.28244125,12.918774604797363,42,8,25,70,7304
451,30331,-745.598,0.27963875000000005,16.614957809448242,58,14,46,107,7333
452,30443,-170.13200000000006,0.27697875000000005,15.024779319763184,44,6,62,110,7361
453,30552,-582.9880000000004,0.27439,15.019588470458984,57,17,35,94,7389
454,30633,-348.04200000000026,0.27246625,13.973808288574219,44,5,32,78,7409
455,30783,-410.9509999999999,0.26890375,13.165443420410156,64,19,67,134,7446
456,30874,-303.87300000000005,0.2667425,14.567049980163574,33,1,57,91,7469
457,30938,-266.25500000000005,0.2652225,11.929865837097168,39,4,21,62,7485
458,31072,-555.9450000000006,0.26203999999999994,11.554218292236328,53,12,69,125,7519
459,31162,-365.009,0.25990250000000004,19.09878921508789,43,6,41,85,7541
460,31328,-495.91800000000035,0.2559600000000001,14.38036060333252,74,18,74,149,7583
461,31402,-310.326,0.2542025,14.448565483093262,47,7,20,69,7601
462,31502,-878.5379999999998,0.2518275000000001,18.73946762084961,60,11,29,92,7626
463,31599,-534.3470000000002,0.24952375000000004,14.466598510742188,37,5,55,94,7650
464,31764,-865.8220000000001,0.24560499999999996,11.817191123962402,75,25,65,144,7692
465,31862,-581.734,0.24327750000000004,8.820953369140625,48,10,40,91,7716
466,31967,-430.69800000000055,0.24078375000000007,16.13299560546875,47,13,45,96,7742
467,32060,-251.20900000000012,0.2385750000000001,14.68837833404541,40,6,47,88,7766
468,32184,-775.6010000000005,0.23563,15.028807640075684,50,10,64,116,7797
469,32285,-542.0650000000002,0.23323125,12.643365859985352,45,19,37,84,7822
470,32385,-394.55700000000013,0.23085624999999999,16.15847396850586,49,18,33,84,7847
471,32508,-861.988999999999,0.2279350000000001,16.06294822692871,44,7,72,117,7878
472,32584,-539.6869999999999,0.22613000000000005,10.818782806396484,48,9,19,68,7897
473,32697,-865.0819999999997,0.22344625000000007,16.179611206054688,42,6,65,108,7925
474,32824,-711.888,0.22043000000000001,14.058845520019531,51,14,62,117,7957
475,32950,-576.4950000000001,0.21743750000000006,14.945528030395508,63,23,40,103,7988
476,33071,-358.7430000000003,0.21456375000000005,12.400466918945312,52,11,58,111,8018
477,33225,-746.4299999999996,0.21090625000000007,11.030635833740234,71,47,36,111,8057
478,33330,-494.1950000000001,0.2084125,15.647500991821289,53,21,31,85,8083
479,33448,-269.938,0.20560999999999996,13.743011474609375,52,14,52,107,8113
480,33640,-511.6680000000002,0.20105000000000006,13.158679008483887,69,37,86,158,8161
481,33785,-459.31900000000036,0.1976062500000001,13.929694175720215,52,13,80,135,8197
482,33896,-430.43300000000016,0.19496999999999998,13.704730987548828,57,17,37,94,8225
483,34012,-400.5019999999999,0.19221500000000014,14.852984428405762,51,13,52,103,8254
484,34135,-389.48399999999987,0.18929375000000004,11.331558227539062,57,20,46,103,8284
485,34196,-527.2580000000002,0.18784500000000004,10.256790161132812,45,5,11,57,8300
486,34322,-457.5459999999998,0.1848525000000001,19.284055709838867,49,13,64,115,8331
487,34429,-417.0890000000001,0.18231125000000004,11.0715970993042,47,9,51,100,8358
488,34506,-122.0460000000001,0.1804825,14.761398315429688,44,12,21,65,8377
489,34648,-614.611,0.1771100000000001,14.520170211791992,61,23,58,121,8413
490,34763,-352.9669999999999,0.17437875000000003,15.44420337677002,40,18,57,104,8441
491,34852,-633.7370000000001,0.1722650000000001,12.725299835205078,56,12,21,77,8464
492,34970,-447.6149999999999,0.16946250000000007,10.961427688598633,45,11,62,109,8493
493,35092,-658.0860000000002,0.16656500000000007,13.151520729064941,39,8,75,115,8524
494,35226,-1206.9809999999989,0.16338249999999999,15.758848190307617,49,10,75,125,8557
495,35336,-329.11699999999985,0.16077000000000008,13.751394271850586,55,8,47,105,8585
496,35432,-310.61300000000006,0.15849000000000002,11.000450134277344,52,11,33,85,8609
497,35538,-335.986,0.15597250000000007,13.130699157714844,50,12,44,97,8635
498,35734,-401.5329999999999,0.1513175000000001,12.069892883300781,72,34,90,166,8684
499,35870,-770.4109999999987,0.14808750000000004,13.37283992767334,52,11,73,125,8718
500,35976,-462.0350000000003,0.1455700000000001,12.499114990234375,51,19,36,88,8745
501,36099,-361.53200000000015,0.14264875,15.795206069946289,52,13,58,112,8775
502,36300,-477.3759999999998,0.13787500000000008,13.991020202636719,66,36,99,166,8826
503,36445,-794.5640000000004,0.1344312500000001,18.858266830444336,68,17,60,131,8862
504,36669,-544.495,0.12911125,14.6348237991333,84,75,65,155,8918
505,36839,-838.2639999999998,0.1250737500000001,14.999931335449219,65,15,90,155,8960
506,37055,-814.5449999999997,0.11994375000000013,17.577131271362305,67,32,117,187,9014
507,37165,-508.11500000000007,0.11733125000000011,14.0752534866333,37,11,62,100,9042
508,37303,-250.73399999999995,0.11405374999999995,15.397407531738281,53,13,72,129,9076
509,37540,-634.3359999999997,0.108425,13.805814743041992,66,44,127,198,9136
510,37699,-981.7379999999993,0.10464875000000007,18.27804183959961,46,9,104,153,9175
511,37896,-1088.6219999999992,0.09997,15.16179370880127,66,29,102,171,9225
512,38008,-444.23900000000003,0.09731000000000001,14.616876602172852,55,17,40,97,9253
513,38222,-817.7770000000003,0.09222750000000002,13.116554260253906,74,26,114,189,9306
514,38438,-1234.597999999999,0.08709750000000005,11.816837310791016,50,16,150,202,9360
515,38590,-948.0739999999993,0.08348750000000005,11.357264518737793,69,30,53,128,9398
516,38798,-557.1690000000002,0.0785475000000001,16.081628799438477,62,40,106,177,9450
517,38995,-365.2719999999998,0.07386875000000004,15.697152137756348,71,41,85,157,9499
518,39226,-869.6079999999989,0.06838250000000001,15.732987403869629,47,20,164,216,9557
519,39497,-797.6989999999996,0.06194625000000009,12.640900611877441,60,33,178,242,9625
520,39648,-1080.9539999999984,0.05836000000000008,10.476713180541992,52,15,84,138,9663
521,39852,-394.2099999999997,0.05351500000000009,9.806357383728027,70,33,101,174,9714
522,40023,-737.901,0.050000000000000044,18.238378524780273,54,8,109,163,9756
523,40217,-342.6519999999996,0.050000000000000044,11.526556015014648,56,36,102,166,9805
524,40465,-746.1369999999995,0.050000000000000044,14.638893127441406,66,24,158,224,9867
525,40842,-1030.403999999996,0.050000000000000044,13.463857650756836,61,46,270,336,9961
526,41035,-458.3240000000001,0.050000000000000044,13.11889934539795,67,33,93,168,10009
527,41201,54.04399999999989,0.050000000000000044,17.54932975769043,89,64,13,104,10051
528,41556,-557.783,0.050000000000000044,12.261014938354492,77,102,176,277,10140
529,41805,-684.1499999999991,0.050000000000000044,10.076775550842285,53,31,165,226,10202
530,42171,-1118.5129999999974,0.050000000000000044,13.892953872680664,62,48,256,326,10293
531,42496,-1244.8129999999956,0.050000000000000044,10.046574592590332,57,34,234,295,10375
532,42676,-304.9449999999998,0.050000000000000044,12.692967414855957,96,56,28,132,10420
533,42888,-590.8120000000006,0.050000000000000044,13.63754653930664,55,7,150,205,10473
534,43103,-304.1570000000003,0.050000000000000044,14.114019393920898,51,52,112,173,10526
535,43434,-399.8969999999995,0.050000000000000044,12.374809265136719,100,85,146,269,10609
536,43642,-571.3640000000005,0.050000000000000044,16.28973960876465,58,42,108,175,10661
537,43915,-365.4139999999998,0.050000000000000044,10.99399471282959,80,52,141,235,10729
538,44284,-705.3749999999995,0.050000000000000044,16.430248260498047,63,49,257,337,10822
539,44387,-195.27000000000012,0.050000000000000044,11.1040678024292,61,21,21,87,10847
540,44682,-704.9079999999996,0.050000000000000044,18.447227478027344,74,38,183,263,10921
541,44863,-532.9410000000009,0.050000000000000044,14.176973342895508,62,14,105,169,10966
542,45043,-287.41200000000003,0.050000000000000044,12.718331336975098,72,28,80,154,11011
543,45150,-361.2940000000002,0.050000000000000044,12.92177963256836,52,11,44,101,11038
544,45375,-600.6260000000002,0.050000000000000044,11.606072425842285,48,37,140,206,11094
545,45591,-661.2750000000002,0.050000000000000044,16.16518783569336,71,26,119,193,11148
546,45866,-312.845,0.050000000000000044,11.948062896728516,91,43,141,235,11217
547,46079,-661.6420000000003,0.050000000000000044,17.837156295776367,56,25,132,197,11270
548,46342,-727.873,0.050000000000000044,14.838493347167969,68,26,169,242,11336
549,46482,-695.3629999999995,0.050000000000000044,12.665145874023438,42,8,90,134,11371
550,46574,-358.33699999999993,0.050000000000000044,11.769471168518066,48,10,34,85,11394
551,46918,-841.1639999999976,0.050000000000000044,15.178077697753906,72,32,240,320,11480
552,47161,-495.1609999999997,0.050000000000000044,10.793922424316406,72,29,142,218,11541
553,47261,-460.8690000000001,0.050000000000000044,15.103192329406738,37,10,53,92,11566
554,47624,-83.44599999999944,0.050000000000000044,15.273987770080566,87,74,202,307,11657
555,47907,-840.7659999999995,0.050000000000000044,13.303911209106445,46,29,208,258,11727
556,48222,-757.4619999999984,0.050000000000000044,12.413649559020996,69,47,199,280,11806
557,48384,-673.1110000000003,0.050000000000000044,16.608325958251953,53,19,90,146,11847
558,48643,-1030.7219999999982,0.050000000000000044,14.814765930175781,55,24,180,244,11911
559,48773,-685.759,0.050000000000000044,11.124065399169922,63,31,36,108,11944
560,48927,-288.20199999999994,0.050000000000000044,16.02846908569336,62,22,70,137,11982
561,49148,-439.90099999999984,0.050000000000000044,10.172505378723145,67,34,120,193,12038
562,49311,-386.4150000000001,0.050000000000000044,14.504632949829102,53,26,84,142,12078
563,49551,-684.713999999999,0.050000000000000044,17.633811950683594,56,27,157,216,12138
564,49804,-893.035999999999,0.050000000000000044,14.411036491394043,69,56,128,205,12202
565,50066,-574.6150000000005,0.050000000000000044,12.660825729370117,70,31,161,239,12267
566,50362,-748.2399999999993,0.050000000000000044,10.21982479095459,70,63,163,252,12341
567,50612,-770.1489999999982,0.050000000000000044,12.627025604248047,60,34,156,224,12404
568,50830,-1303.6619999999978,0.050000000000000044,13.852103233337402,45,15,158,206,12458
569,51015,-441.418,0.050000000000000044,13.62464714050293,56,25,104,163,12504
570,51288,-486.59900000000016,0.050000000000000044,11.292304992675781,63,55,155,233,12573
571,51399,-714.8800000000001,0.050000000000000044,11.838339805603027,52,18,41,95,12600
572,51671,-573.4179999999996,0.050000000000000044,8.372445106506348,74,33,165,244,12668
573,51851,-378.50700000000063,0.050000000000000044,11.568254470825195,48,25,107,165,12713
574,52000,-368.95600000000013,0.050000000000000044,12.221659660339355,48,23,78,130,12751
575,52318,-754.6229999999999,0.050000000000000044,11.8080415725708,58,29,231,301,12830
576,52620,-762.437999999999,0.050000000000000044,13.122068405151367,60,27,215,280,12906
577,52915,-340.3569999999998,0.050000000000000044,12.262992858886719,72,53,170,262,12979
578,53233,-151.28800000000012,0.050000000000000044,13.34516716003418,72,81,165,265,13059
579,53370,-878.8589999999996,0.050000000000000044,13.906203269958496,40,12,85,126,13093
580,53681,-445.60800000000023,0.050000000000000044,10.549362182617188,75,69,167,255,13171
581,53826,-251.8389999999999,0.050000000000000044,13.902434349060059,61,30,54,125,13207
582,54044,-762.3280000000008,0.050000000000000044,12.478507041931152,52,13,153,208,13262
583,54306,-669.1019999999995,0.050000000000000044,12.620707511901855,64,30,168,238,13327
584,54472,-725.6760000000002,0.050000000000000044,10.850580215454102,51,20,95,150,13369
585,54673,-315.474,0.050000000000000044,11.031957626342773,67,17,117,185,13419
586,54927,-547.4050000000011,0.050000000000000044,10.500125885009766,54,29,171,227,13482
587,55210,-42.877999999999815,0.050000000000000044,9.593316078186035,92,77,114,221,13553
588,55399,-814.2849999999996,0.050000000000000044,12.327980041503906,50,20,119,178,13600
589,55799,-1162.5129999999933,0.050000000000000044,14.893491744995117,52,14,334,390,13700
590,56038,-778.1089999999991,0.050000000000000044,17.2540340423584,49,22,168,220,13760
591,56413,-758.131999999998,0.050000000000000044,19.6590576171875,66,30,279,353,13854
592,56640,-398.23699999999997,0.050000000000000044,9.293307304382324,77,43,107,197,13911
593,56915,-267.1619999999998,0.050000000000000044,12.45419692993164,98,65,112,211,13979
594,57175,-685.3189999999986,0.050000000000000044,10.69540786743164,83,47,130,224,14044
595,57333,-549.9510000000004,0.050000000000000044,12.307188987731934,57,21,80,142,14084
596,57543,-496.8440000000004,0.050000000000000044,8.231719970703125,63,36,111,177,14136
597,57834,-798.8489999999997,0.050000000000000044,10.05007266998291,75,38,178,259,14209
598,58083,-786.4940000000008,0.050000000000000044,13.527856826782227,70,28,151,227,14271
599,58365,-697.4999999999992,0.050000000000000044,14.450760841369629,71,44,167,252,14342
600,58501,-381.6729999999998,0.050000000000000044,10.166009902954102,49,36,51,104,14376
601,58641,-307.16299999999967,0.050000000000000044,13.55572509765625,56,21,63,131,14411
602,58772,-261.89899999999994,0.050000000000000044,11.671798706054688,50,16,65,123,14444
603,59058,-651.9650000000006,0.050000000000000044,11.349102020263672,66,33,187,267,14515
604,59388,-312.57199999999995,0.050000000000000044,13.369318962097168,82,71,177,270,14598
605,59622,-549.098,0.050000000000000044,11.934673309326172,69,32,133,210,14656
606,59904,-408.95200000000034,0.050000000000000044,12.381056785583496,68,51,163,245,14727
607,60000,214.4380000000001,0.050000000000000044,9.657705307006836,43,21,32,82,14751
