episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
65,4983,-389.90999999999997,0.88165375,1.1460654735565186,50,12,9,65,996
66,5062,-347.4490000000001,0.8797775,0.8770824670791626,47,13,19,72,1016
67,5118,-197.37199999999999,0.8784475,0.6843249201774597,41,12,3,52,1030
68,5188,-475.86599999999993,0.876785,0.9590432047843933,49,9,12,66,1048
69,5248,-266.671,0.87536,1.0611870288848877,42,12,6,56,1063
70,5308,-240.87899999999996,0.873935,0.9278709292411804,42,11,7,57,1078
71,5367,-125.8080000000001,0.87253375,0.9787678718566895,44,8,7,53,1092
72,5425,-218.69900000000007,0.8711562500000001,1.2844202518463135,44,7,7,54,1107
73,5491,-203.70100000000008,0.86958875,0.9172545671463013,46,11,9,58,1123
74,5569,-12.009999999999934,0.86773625,0.9028840065002441,49,14,15,72,1143
75,5641,-312.042,0.86602625,0.49547192454338074,42,16,14,65,1161
76,5723,0.16600000000013893,0.86407875,0.9809473156929016,55,12,15,75,1181
77,5775,-347.05500000000006,0.86284375,0.5549163818359375,41,6,5,46,1194
78,5841,-266.555,0.86127625,1.3995251655578613,48,11,7,60,1211
79,5914,-341.65500000000003,0.8595425,1.2124741077423096,51,10,12,66,1229
80,6008,-564.892,0.85731,1.3517314195632935,65,18,11,83,1253
81,6081,27.153000000000105,0.85557625,0.9168761968612671,46,19,8,67,1271
82,6135,-196.44600000000008,0.85429375,0.8381488919258118,41,4,9,50,1284
83,6205,-409.359,0.85263125,0.9538025856018066,51,14,5,61,1302
84,6259,-441.38899999999995,0.85134875,0.6410317420959473,42,6,6,50,1315
85,6315,-160.626,0.85001875,1.1182324886322021,47,8,1,52,1329
86,6369,-748.596,0.84873625,0.649818480014801,38,11,5,48,1343
87,6455,1.2190000000000722,0.84669375,0.828725278377533,52,21,13,78,1364
88,6517,-84.49800000000002,0.84522125,1.1153180599212646,46,11,5,59,1380
89,6573,-346.04499999999996,0.84389125,0.5318428874015808,44,9,3,50,1394
90,6644,-327.4420000000001,0.842205,1.0788987874984741,51,9,11,66,1412
91,6706,-197.01799999999997,0.8407325,0.686393141746521,46,9,7,58,1427
92,6758,-316.5559999999999,0.8394975,1.3583297729492188,38,6,8,49,1440
93,6828,-131.89600000000002,0.837835,0.8674625158309937,44,15,11,64,1458
